,care.vice,care.virtue,fairness.vice,fairness.virtue,loyalty.vice,loyalty.virtue,authority.vice,authority.virtue,sanctity.vice,sanctity.virtue
damaging,0.25,0.0,0.16666666666666666,0.0,0.10344827586206896,0.0,0.08333333333333333,0.0,0.2352941176470588,0.0
surprise,0.0,0.07407407407407407,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.06097560975609756,0.015384615384615384,0.0
general,0.03282275711159737,0.0,0.03597122302158273,0.0,0.04387291981845688,0.0,0.0,0.07227138643067847,0.035225048923679066,0.0
assets,0.0,0.06382978723404255,0.21739130434782608,0.0,0.08163265306122447,0.0,0.14893617021276595,0.0,0.09803921568627452,0.0
price,0.05759162303664921,0.0,0.0,0.08636363636363636,0.050955414012738856,0.0,0.0,0.06179775280898876,0.0,0.07947019867549669
identified,0.0,0.0,0.0,0.028169014084507043,0.07692307692307693,0.0,0.07692307692307693,0.0,0.030303030303030307,0.0
poised,0.0,0.08333333333333333,0.0,0.0,0.0,0.10714285714285714,0.0,0.1851851851851852,0.05882352941176471,0.0
burial,0.0,0.1,0.15384615384615385,0.0,0.0,0.14285714285714285,0.0,0.3043478260869565,0.0,0.21428571428571427
projects,0.10734463276836158,0.0,0.062146892655367235,0.0,0.0,0.06451612903225806,0.09917355371900828,0.0,0.0,0.024390243902439025
honored,0.0,0.10526315789473684,0.0,0.3636363636363637,0.0,0.125,0.0,0.3076923076923077,0.0,0.2
chief,0.03287671232876712,0.0,0.04904632152588556,0.0,0.04043126684636118,0.0,0.07605633802816901,0.0,0.032448377581120944,0.0
hiding,0.1851851851851852,0.0,0.060606060606060615,0.0,0.14705882352941174,0.0,0.08695652173913042,0.0,0.0625,0.0
gas,0.13043478260869565,0.0,0.0970873786407767,0.0,0.09482758620689656,0.0,0.059829059829059825,0.0,0.0875,0.0
protections,0.0,0.21153846153846154,0.0,0.2,0.0,0.07692307692307693,0.1176470588235294,0.0,0.1206896551724138,0.0
supplies,0.09433962264150944,0.0,0.0,0.1,0.0,0.047619047619047616,0.037037037037037035,0.0,0.14705882352941174,0.0
concerned,0.1259259259259259,0.0,0.13380281690140844,0.0,0.0,0.1851851851851852,0.0,0.06206896551724138,0.0,0.07692307692307693
confirmed,0.025210084033613446,0.0,0.03883495145631068,0.0,0.059701492537313425,0.0,0.08163265306122447,0.0,0.0,0.026785714285714284
member,0.0,0.07203389830508475,0.08270676691729323,0.0,0.0,0.10852713178294572,0.06734006734006734,0.0,0.0,0.04198473282442748
check,0.0,0.07246376811594203,0.05882352941176471,0.0,0.1097560975609756,0.0,0.10344827586206896,0.0,0.04477611940298507,0.0
assassination,0.4444444444444444,0.0,0.09090909090909093,0.0,0.13043478260869565,0.0,0.125,0.0,0.12,0.0
appears,0.07317073170731707,0.0,0.0,0.054545454545454536,0.0,0.07476635514018691,0.0,0.10185185185185183,0.0,0.02298850574712644
republic,0.0,0.029411764705882356,0.0,0.05,0.0,0.047058823529411764,0.0,0.14035087719298245,0.0,0.06666666666666668
thrown,0.3428571428571429,0.0,0.07692307692307693,0.0,0.28,0.0,0.0,0.20833333333333331,0.18181818181818185,0.0
lands,0.0,0.19444444444444445,0.0,0.25925925925925924,0.0,0.10619469026548672,0.0,0.05555555555555555,0.0,0.16883116883116886
challenged,0.04,0.0,0.0,0.14285714285714285,0.0,0.13333333333333333,0.2564102564102564,0.0,0.037037037037037035,0.0
offers,0.08888888888888889,0.0,0.0,0.1951219512195122,0.09090909090909093,0.0,0.0,0.0,0.0,0.0
goes,0.050420168067226885,0.0,0.0,0.06956521739130435,0.0,0.08196721311475409,0.07608695652173914,0.0,0.0,0.03409090909090909
comments,0.06164383561643835,0.0,0.0755813953488372,0.0,0.0,0.11560693641618495,0.13380281690140844,0.0,0.04827586206896552,0.0
differently,0.0,0.1153846153846154,0.0,0.3333333333333333,0.0,0.2,0.0,0.15384615384615385,0.0,0.14814814814814814
talks,0.060240963855421686,0.0,0.1007751937984496,0.0,0.0967741935483871,0.0,0.072992700729927,0.0,0.0,0.038461538461538464
marriage,0.08490566037735849,0.0,0.11194029850746268,0.0,0.0,0.13513513513513514,0.1167883211678832,0.0,0.2558139534883721,0.0
devices,0.07317073170731707,0.0,0.0,0.06521739130434782,0.06666666666666668,0.0,0.05,0.0,0.2058823529411765,0.0
protect,0.0,0.25539568345323743,0.0,0.2735562310030395,0.0,0.16544117647058826,0.0,0.15767634854771784,0.0,0.22440944881889766
assault,0.3617021276595745,0.0,0.1720430107526882,0.0,0.17857142857142858,0.0,0.14814814814814814,0.0,0.18888888888888888,0.0
stopped,0.13829787234042554,0.0,0.13253012048192772,0.0,0.07216494845360824,0.0,0.15625,0.0,0.09722222222222222,0.0
complete,0.060240963855421686,0.0,0.0,0.125,0.08490566037735849,0.0,0.0,0.10714285714285714,0.0,0.14942528735632185
conservatives,0.02469135802469136,0.0,0.0,0.06422018348623854,0.0,0.09448818897637797,0.14772727272727273,0.0,0.02197802197802198,0.0
variety,0.05084745762711865,0.0,0.029411764705882356,0.0,0.0,0.07142857142857142,0.0,0.10638297872340426,0.0,0.1176470588235294
oversight,0.16393442622950818,0.0,0.15714285714285714,0.0,0.0,0.08955223880597014,0.0,0.08064516129032258,0.0,0.03571428571428571
foundation,0.011764705882352941,0.0,0.0,0.03225806451612903,0.0,0.03888888888888889,0.0,0.07614213197969544,0.0,0.042424242424242434
hostility,0.5,0.0,0.16666666666666666,0.0,0.2,0.0,0.20833333333333331,0.0,0.07692307692307693,0.0
recognize,0.0,0.1095890410958904,0.0,0.27419354838709675,0.0,0.1625,0.0,0.2978723404255319,0.0,0.0
lone,0.13793103448275862,0.0,0.10810810810810813,0.0,0.12,0.0,0.21739130434782608,0.0,0.07142857142857142,0.0
citizen,0.1276595744680851,0.0,0.14925373134328354,0.0,0.0,0.1044776119402985,0.0,0.1176470588235294,0.0,0.1111111111111111
hotel,0.07692307692307693,0.0,0.0,0.06097560975609756,0.0,0.02564102564102564,0.059322033898305086,0.0,0.02564102564102564,0.0
felt,0.13924050632911392,0.0,0.0,0.08088235294117647,0.14375,0.0,0.0784313725490196,0.0,0.12903225806451613,0.0
focus,0.08280254777070062,0.0,0.0,0.09032258064516127,0.08441558441558443,0.0,0.0,0.05737704918032788,0.05785123966942149,0.0
fairly,0.0,0.2307692307692308,0.15789473684210525,0.0,0.11428571428571427,0.0,0.0,0.0,0.1111111111111111,0.0
flight,0.05555555555555555,0.0,0.0,0.08955223880597014,0.08064516129032258,0.0,0.05882352941176471,0.0,0.037037037037037035,0.0
taxpayers,0.3448275862068966,0.0,0.0,0.35714285714285715,0.0,0.10526315789473684,0.0,0.15,0.0,0.08333333333333333
different,0.06303724928366762,0.0,0.0,0.08011049723756906,0.0,0.0829145728643216,0.055276381909547735,0.0,0.05649717514124294,0.0
incentives,0.0,0.0,0.0,0.16666666666666666,0.0,0.1153846153846154,0.0,0.2,0.0,0.08333333333333333
policing,0.0,0.0,0.0,0.0,0.0,0.030303030303030307,0.17647058823529413,0.0,0.0,0.06896551724137931
likes,0.0,0.04878048780487805,0.0,0.1206896551724138,0.0,0.05660377358490566,0.0,0.14705882352941174,0.0,0.05128205128205128
dispute,0.125,0.0,0.0,0.0,0.0625,0.0,0.10869565217391304,0.0,0.027027027027027032,0.0
parties,0.0,0.07692307692307693,0.0,0.12222222222222222,0.0,0.12650602409638553,0.0,0.10365853658536583,0.0,0.1171875
cause,0.14012738853503184,0.0,0.17197452229299362,0.0,0.10179640718562874,0.0,0.07936507936507936,0.0,0.125,0.0
towns,0.17391304347826084,0.0,0.022222222222222227,0.0,0.022222222222222227,0.0,0.04,0.0,0.05882352941176471,0.0
radical,0.15476190476190474,0.0,0.08108108108108109,0.0,0.2336448598130841,0.0,0.2456140350877193,0.0,0.16176470588235295,0.0
minor,0.1176470588235294,0.0,0.21739130434782608,0.0,0.10526315789473684,0.0,0.0,0.0,0.1111111111111111,0.0
gives,0.046875,0.0,0.0,0.1,0.0,0.03125,0.078125,0.0,0.05084745762711865,0.0
readers,0.1111111111111111,0.0,0.0,0.14705882352941174,0.08571428571428573,0.0,0.07142857142857142,0.0,0.0,0.038461538461538464
began,0.09540636042402828,0.0,0.07662835249042145,0.0,0.07829181494661921,0.0,0.1412639405204461,0.0,0.0960698689956332,0.0
adult,0.0,0.09615384615384616,0.0,0.1111111111111111,0.1176470588235294,0.0,0.0,0.04651162790697674,0.0,0.1176470588235294
awarded,0.0,0.07692307692307693,0.0,0.25,0.0,0.21052631578947367,0.0,0.2,0.0,0.0
track,0.07407407407407407,0.0,0.12162162162162166,0.0,0.0410958904109589,0.0,0.08928571428571429,0.0,0.0,0.06451612903225806
significantly,0.1276595744680851,0.0,0.045454545454545456,0.0,0.0,0.11627906976744184,0.0,0.0,0.0,0.0
invest,0.1282051282051282,0.0,0.0,0.04166666666666666,0.0,0.09090909090909093,0.0,0.0,0.08823529411764706,0.0
arms,0.2978723404255319,0.0,0.14457831325301204,0.0,0.2125,0.0,0.1323529411764706,0.0,0.0,0.13333333333333333
freedoms,0.0,0.2608695652173913,0.0,0.3793103448275862,0.0,0.10344827586206896,0.1875,0.0,0.0,0.2413793103448276
excuse,0.15384615384615385,0.0,0.3157894736842105,0.0,0.3478260869565217,0.0,0.2222222222222222,0.0,0.15,0.0
particularly,0.06289308176100629,0.0,0.07317073170731707,0.0,0.06857142857142857,0.0,0.038461538461538464,0.0,0.07547169811320754,0.0
curtail,0.17647058823529413,0.0,0.0,0.2631578947368421,0.0,0.3333333333333333,0.21739130434782608,0.0,0.09090909090909093,0.0
possibly,0.05357142857142857,0.0,0.09230769230769233,0.0,0.0,0.0958904109589041,0.0,0.0,0.1,0.0
strikes,0.2247191011235955,0.0,0.16326530612244894,0.0,0.06896551724137931,0.0,0.1323529411764706,0.0,0.07352941176470587,0.0
trees,0.15,0.0,0.03508771929824561,0.0,0.14035087719298245,0.0,0.06382978723404255,0.0,0.0,0.125
extraordinary,0.0,0.15151515151515152,0.0,0.25,0.0,0.08108108108108109,0.022727272727272728,0.0,0.03333333333333333,0.0
journey,0.0784313725490196,0.0,0.09090909090909093,0.0,0.0,0.04878048780487805,0.06976744186046513,0.0,0.07352941176470587,0.0
complaints,0.10714285714285714,0.0,0.2,0.0,0.14754098360655735,0.0,0.16216216216216214,0.0,0.16129032258064516,0.0
silence,0.2037037037037037,0.0,0.0,0.28205128205128205,0.1020408163265306,0.0,0.28125,0.0,0.04651162790697674,0.0
determine,0.04615384615384616,0.0,0.0,0.15714285714285714,0.0,0.0,0.0,0.05194805194805195,0.0,0.09836065573770493
good,0.0,0.11089866156787764,0.0,0.07789473684210528,0.0,0.08392857142857142,0.0,0.08429752066115702,0.0,0.11061946902654868
appear,0.0,0.05617977528089888,0.0,0.03409090909090909,0.0,0.08888888888888889,0.0,0.13580246913580246,0.09836065573770493,0.0
assist,0.0,0.20454545454545456,0.14285714285714285,0.0,0.0,0.0,0.13157894736842105,0.0,0.060606060606060615,0.0
temperatures,0.07246376811594203,0.0,0.0625,0.0,0.0,0.015151515151515154,0.07575757575757576,0.0,0.022727272727272728,0.0
prisoners,0.1896551724137931,0.0,0.17647058823529413,0.0,0.0847457627118644,0.0,0.1774193548387097,0.0,0.06779661016949153,0.0
experts,0.0,0.03597122302158273,0.04430379746835443,0.0,0.07586206896551724,0.0,0.07407407407407407,0.0,0.0,0.026086956521739132
condemned,0.2,0.0,0.16326530612244894,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.19444444444444445,0.0
operating,0.0,0.11267605633802814,0.0,0.05084745762711865,0.11594202898550725,0.0,0.17647058823529413,0.0,0.10869565217391304,0.0
wealth,0.0,0.1016949152542373,0.0,0.20689655172413796,0.0,0.10294117647058824,0.0,0.13333333333333333,0.0,0.14
essential,0.0,0.11627906976744184,0.0,0.11627906976744184,0.0,0.038461538461538464,0.0,0.07894736842105263,0.0,0.13636363636363635
stands,0.0,0.07142857142857142,0.03225806451612903,0.0,0.1935483870967742,0.0,0.15,0.0,0.0,0.08771929824561403
parliament,0.04807692307692308,0.0,0.08130081300813008,0.0,0.0625,0.0,0.0660377358490566,0.0,0.010752688172043013,0.0
identification,0.07142857142857142,0.0,0.25,0.0,0.25,0.0,0.14814814814814814,0.0,0.375,0.0
nominated,0.06666666666666668,0.0,0.0,0.13793103448275862,0.06521739130434782,0.0,0.0,0.15151515151515152,0.0,0.0
powerful,0.0,0.09154929577464788,0.0,0.11875,0.0,0.05035971223021583,0.0,0.19708029197080293,0.0,0.0703125
mind,0.043478260869565216,0.0,0.0,0.1020408163265306,0.0,0.12096774193548387,0.060606060606060615,0.0,0.0,0.13725490196078433
voice,0.0,0.11428571428571427,0.0963855421686747,0.0,0.0,0.1282051282051282,0.10465116279069768,0.0,0.0,0.08235294117647059
killer,0.1153846153846154,0.0,0.15,0.0,0.1935483870967742,0.0,0.07692307692307693,0.0,0.13333333333333333,0.0
punished,0.2692307692307692,0.0,0.4583333333333333,0.0,0.08695652173913042,0.0,0.1,0.0,0.15,0.0
response,0.1076923076923077,0.0,0.0,0.0622568093385214,0.1,0.0,0.04954954954954955,0.0,0.07142857142857142,0.0
striking,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030307,0.0,0.12121212121212123
status,0.13592233009708735,0.0,0.2429906542056075,0.0,0.0,0.12195121951219512,0.0,0.1851851851851852,0.15053763440860216,0.0
hold,0.10047846889952153,0.0,0.0,0.15736040609137056,0.0,0.11004784688995216,0.15343915343915346,0.0,0.0,0.08152173913043477
cells,0.13043478260869565,0.0,0.03614457831325301,0.0,0.020408163265306117,0.0,0.10256410256410256,0.0,0.06896551724137931,0.0
prepared,0.0,0.1044776119402985,0.0,0.09859154929577464,0.07407407407407407,0.0,0.0,0.12903225806451613,0.0,0.07017543859649122
picture,0.043478260869565216,0.0,0.0,0.1125,0.0,0.0975609756097561,0.1111111111111111,0.0,0.1,0.0
addressed,0.10416666666666667,0.0,0.02564102564102564,0.0,0.03773584905660377,0.0,0.030303030303030307,0.0,0.0,0.025
belong,0.03225806451612903,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.06896551724137931,0.125,0.0
refused,0.12727272727272726,0.0,0.2672413793103448,0.0,0.26356589147286824,0.0,0.33043478260869563,0.0,0.06666666666666668,0.0
scores,0.03773584905660377,0.0,0.07368421052631577,0.0,0.06557377049180327,0.0,0.0,0.14705882352941174,0.0,0.0970873786407767
tear,0.4,0.0,0.125,0.0,0.0,0.15625,0.25,0.0,0.17647058823529413,0.0
representative,0.016393442622950817,0.0,0.03896103896103896,0.0,0.09195402298850576,0.0,0.0,0.0,0.0,0.014492753623188406
replaced,0.1724137931034483,0.0,0.1111111111111111,0.0,0.060606060606060615,0.0,0.0,0.14285714285714285,0.2,0.0
headlines,0.027027027027027032,0.0,0.0,0.06666666666666668,0.06896551724137931,0.0,0.12903225806451613,0.0,0.12195121951219512,0.0
penalties,0.0,0.16,0.2571428571428571,0.0,0.0,0.07407407407407407,0.0,0.0,0.03571428571428571,0.0
deny,0.26666666666666666,0.0,0.2857142857142857,0.0,0.12195121951219512,0.0,0.17391304347826084,0.0,0.11627906976744184,0.0
determination,0.0,0.15789473684210525,0.0,0.1724137931034483,0.0,0.1276595744680851,0.0,0.1891891891891892,0.06896551724137931,0.0
direct,0.06896551724137931,0.0,0.09166666666666666,0.0,0.11320754716981132,0.0,0.09230769230769233,0.0,0.0,0.04444444444444445
lake,0.11235955056179776,0.0,0.0,0.0,0.0,0.0425531914893617,0.034883720930232565,0.0,0.0,0.0
committing,0.3703703703703704,0.0,0.3461538461538461,0.0,0.21052631578947367,0.0,0.15384615384615385,0.0,0.2272727272727273,0.0
ownership,0.09090909090909093,0.0,0.20833333333333331,0.0,0.10256410256410256,0.0,0.0,0.15555555555555556,0.175,0.0
content,0.0425531914893617,0.0,0.125,0.0,0.0,0.09302325581395347,0.07142857142857142,0.0,0.13793103448275862,0.0
come,0.0,0.08007448789571693,0.08300395256916998,0.0,0.0,0.09737827715355804,0.0,0.09732824427480916,0.0,0.07042253521126761
number,0.09946236559139784,0.0,0.08854166666666667,0.0,0.0,0.07311320754716981,0.0,0.081145584725537,0.06842105263157895,0.0
fraud,0.25,0.0,0.2608695652173913,0.0,0.1851851851851852,0.0,0.1524390243902439,0.0,0.24822695035460995,0.0
kept,0.12408759124087593,0.0,0.0,0.16161616161616166,0.0,0.11926605504587155,0.0,0.07272727272727272,0.0,0.0
infections,0.1875,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0
service,0.07641196013289038,0.0,0.06976744186046513,0.0,0.0,0.04089219330855018,0.0,0.06766917293233082,0.0,0.05797101449275361
elections,0.0,0.06880733944954129,0.12552301255230125,0.0,0.08898305084745763,0.0,0.0,0.09691629955947137,0.0,0.05056179775280899
image,0.03389830508474576,0.0,0.03658536585365853,0.0,0.02531645569620253,0.0,0.1111111111111111,0.0,0.1076923076923077,0.0
leaders,0.09217877094972067,0.0,0.09876543209876544,0.0,0.13211845102505695,0.0,0.1690427698574338,0.0,0.08076009501187649,0.0
fence,0.0,0.0,0.0,0.14285714285714285,0.0,0.03225806451612903,0.0,0.1851851851851852,0.0,0.2352941176470588
facility,0.08620689655172414,0.0,0.13513513513513514,0.0,0.0,0.0,0.10869565217391304,0.0,0.125,0.0
fearful,0.19047619047619047,0.0,0.05263157894736842,0.0,0.4375,0.0,0.0,0.0,0.15384615384615385,0.0
gets,0.06578947368421052,0.0,0.0,0.05797101449275361,0.0,0.09090909090909093,0.0,0.0,0.047619047619047616,0.0
arrested,0.19090909090909086,0.0,0.1016949152542373,0.0,0.0925925925925926,0.0,0.13636363636363635,0.0,0.0660377358490566,0.0
insurers,0.0,0.16,0.2857142857142857,0.0,0.0,0.1016949152542373,0.03773584905660377,0.0,0.040816326530612235,0.0
overwhelming,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.19607843137254904,0.10714285714285714,0.0
countrys,0.009345794392523364,0.0,0.0,0.0,0.05223880597014925,0.0,0.013793103448275862,0.0,0.0,0.034722222222222224
powers,0.08196721311475409,0.0,0.0,0.0989010989010989,0.0,0.06741573033707865,0.0,0.16455696202531644,0.0,0.07407407407407407
major,0.09404388714733544,0.0,0.08923076923076922,0.0,0.08446866485013624,0.0,0.13031914893617022,0.0,0.08881578947368421,0.0
refuse,0.17142857142857146,0.0,0.2727272727272727,0.0,0.13513513513513514,0.0,0.2352941176470588,0.0,0.1176470588235294,0.0
criteria,0.09090909090909093,0.0,0.35714285714285715,0.0,0.16666666666666666,0.0,0.0,0.2222222222222222,0.0,0.0
illegal,0.17695473251028807,0.0,0.24362606232294615,0.0,0.16519174041297935,0.0,0.17083333333333334,0.0,0.19,0.0
lacked,0.047619047619047616,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.125,0.25,0.0
letters,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.047619047619047616,0.0,0.030303030303030307
desperate,0.03125,0.0,0.18181818181818185,0.0,0.054054054054054064,0.0,0.06666666666666668,0.0,0.09375,0.0
abused,0.3809523809523809,0.0,0.06666666666666668,0.0,0.2857142857142857,0.0,0.26666666666666666,0.0,0.2857142857142857,0.0
capacity,0.16216216216216214,0.0,0.07692307692307693,0.0,0.0,0.0,0.057142857142857134,0.0,0.07894736842105263,0.0
intent,0.17857142857142858,0.0,0.14634146341463414,0.0,0.1935483870967742,0.0,0.1111111111111111,0.0,0.20689655172413796,0.0
custody,0.0,0.0,0.1891891891891892,0.0,0.1,0.0,0.0,0.20689655172413796,0.125,0.0
gunman,0.35714285714285715,0.0,0.2333333333333333,0.0,0.16129032258064516,0.0,0.15789473684210525,0.0,0.3125,0.0
diseases,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272727272727273
sites,0.10112359550561796,0.0,0.09917355371900828,0.0,0.05357142857142857,0.0,0.0,0.030612244897959183,0.13953488372093026,0.0
orders,0.1348314606741573,0.0,0.05555555555555555,0.0,0.1267605633802817,0.0,0.2054794520547945,0.0,0.09375,0.0
civilians,0.32432432432432434,0.0,0.16379310344827586,0.0,0.13765182186234814,0.0,0.15246636771300448,0.0,0.17391304347826084,0.0
raised,0.0,0.08609271523178808,0.0,0.10256410256410256,0.0,0.11464968152866242,0.10135135135135136,0.0,0.0,0.05806451612903226
figures,0.0,0.015384615384615384,0.054054054054054064,0.0,0.04477611940298507,0.0,0.07894736842105263,0.0,0.09836065573770493,0.0
blocking,0.10714285714285714,0.0,0.1388888888888889,0.0,0.05882352941176471,0.0,0.2352941176470588,0.0,0.09090909090909093,0.0
met,0.036458333333333336,0.0,0.0,0.06349206349206349,0.0,0.0821256038647343,0.0,0.07216494845360824,0.0,0.05594405594405594
emerged,0.0,0.07272727272727272,0.0,0.07142857142857142,0.0,0.11363636363636365,0.1509433962264151,0.0,0.0,0.0
entertainment,0.0,0.2380952380952381,0.0,0.0,0.0,0.1111111111111111,0.0,0.10526315789473684,0.0,0.15
release,0.12857142857142856,0.0,0.109375,0.0,0.08974358974358974,0.0,0.1007751937984496,0.0,0.0603448275862069,0.0
mental,0.11428571428571427,0.0,0.16393442622950818,0.0,0.049180327868852465,0.0,0.03636363636363636,0.0,0.08139534883720931,0.0
public,0.0,0.11947431302270012,0.0,0.113561190738699,0.0,0.08397683397683398,0.10930232558139537,0.0,0.10497981157469716,0.0
danger,0.2054794520547945,0.0,0.1206896551724138,0.0,0.1282051282051282,0.0,0.13636363636363635,0.0,0.1111111111111111,0.0
care,0.0,0.17598684210526316,0.0,0.10759493670886076,0.0,0.09104477611940298,0.0,0.06407766990291262,0.0,0.08333333333333333
day,0.008595988538681949,0.0,0.0040595399188092015,0.0,0.0,0.0036630036630036634,0.0055325034578146606,0.0,0.0015600624024961,0.0
respondents,0.14285714285714285,0.0,0.0,0.09090909090909093,0.0,0.2,0.08333333333333333,0.0,0.07894736842105263,0.0
easily,0.0,0.08333333333333333,0.0,0.03125,0.0,0.12195121951219512,0.0,0.08108108108108109,0.08571428571428573,0.0
riot,0.125,0.0,0.17391304347826084,0.0,0.0,0.0,0.3,0.0,0.1111111111111111,0.0
pope,0.0641025641025641,0.0,0.0,0.0,0.0,0.05617977528089888,0.0,0.05797101449275361,0.0,0.03508771929824561
attitudes,0.08888888888888889,0.0,0.0,0.0975609756097561,0.15384615384615385,0.0,0.2368421052631579,0.0,0.1153846153846154,0.0
losing,0.16666666666666666,0.0,0.12359550561797752,0.0,0.12790697674418605,0.0,0.12048192771084335,0.0,0.17857142857142858,0.0
districts,0.0,0.08823529411764706,0.1527777777777778,0.0,0.06521739130434782,0.0,0.08045977011494253,0.0,0.0,0.0
scenes,0.0,0.0,0.10344827586206896,0.0,0.08571428571428573,0.0,0.0,0.0,0.2,0.0
legs,0.3125,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.08,0.1111111111111111,0.0
threatened,0.27184466019417475,0.0,0.2888888888888889,0.0,0.18823529411764706,0.0,0.2352941176470588,0.0,0.13924050632911392,0.0
peaceful,0.1509433962264151,0.0,0.0,0.09230769230769233,0.0,0.1875,0.0,0.14814814814814814,0.0,0.14893617021276595
sheriff,0.05172413793103448,0.0,0.014492753623188406,0.0,0.12030075187969926,0.0,0.04395604395604396,0.0,0.06666666666666668,0.0
count,0.10256410256410256,0.0,0.10810810810810813,0.0,0.02083333333333333,0.0,0.09090909090909093,0.0,0.03571428571428571,0.0
primary,0.0,0.04444444444444445,0.0,0.1176470588235294,0.0,0.08791208791208792,0.0,0.061728395061728385,0.07272727272727272,0.0
stealing,0.3157894736842105,0.0,0.3333333333333333,0.0,0.375,0.0,0.25,0.0,0.35294117647058826,0.0
survivors,0.3,0.0,0.07407407407407407,0.0,0.0,0.0,0.1,0.0,0.0,0.0
covered,0.0,0.11842105263157895,0.0,0.18666666666666668,0.0,0.0821917808219178,0.0,0.03125,0.0,0.0
vicious,0.26666666666666666,0.0,0.15,0.0,0.2631578947368421,0.0,0.16666666666666666,0.0,0.17391304347826084,0.0
evil,0.13333333333333333,0.0,0.0967741935483871,0.0,0.16,0.0,0.2413793103448276,0.0,0.3103448275862069,0.0
wars,0.1590909090909091,0.0,0.04477611940298507,0.0,0.08620689655172414,0.0,0.06363636363636363,0.0,0.1139240506329114,0.0
painting,0.13043478260869565,0.0,0.0,0.19230769230769232,0.0,0.08333333333333333,0.13636363636363635,0.0,0.15384615384615385,0.0
plan,0.0,0.08069164265129683,0.0,0.1004566210045662,0.1100244498777506,0.0,0.09943181818181818,0.0,0.0,0.054878048780487805
mainstream,0.04166666666666666,0.0,0.10416666666666667,0.0,0.075,0.0,0.12658227848101267,0.0,0.21428571428571427,0.0
interested,0.0,0.140625,0.0,0.1276595744680851,0.0,0.13043478260869565,0.0,0.08333333333333333,0.0,0.1
beneficial,0.0,0.15789473684210525,0.0,0.25,0.0,0.29411764705882354,0.0,0.09523809523809523,0.0,0.13333333333333333
drinking,0.15151515151515152,0.0,0.027027027027027032,0.0,0.0,0.0,0.125,0.0,0.0,0.16666666666666666
lines,0.06194690265486725,0.0,0.0,0.0761904761904762,0.0,0.10256410256410256,0.07518796992481203,0.0,0.04819277108433735,0.0
bank,0.02564102564102564,0.0,0.0,0.04624277456647399,0.0,0.040229885057471264,0.0,0.0,0.04736842105263158,0.0
sitting,0.05263157894736842,0.0,0.0,0.0,0.0847457627118644,0.0,0.0,0.0684931506849315,0.07017543859649122,0.0
dollars,0.078125,0.0,0.11594202898550725,0.0,0.053435114503816786,0.0,0.10666666666666667,0.0,0.0782608695652174,0.0
worker,0.17647058823529413,0.0,0.0,0.140625,0.0,0.09523809523809523,0.0,0.0,0.0,0.028571428571428567
storm,0.09230769230769233,0.0,0.08333333333333333,0.0,0.0,0.049180327868852465,0.0,0.059701492537313425,0.13636363636363635,0.0
cyber,0.19298245614035087,0.0,0.1518987341772152,0.0,0.0967741935483871,0.0,0.12941176470588234,0.0,0.0,0.07272727272727272
wins,0.0,0.037037037037037035,0.0,0.07317073170731707,0.125,0.0,0.0,0.02325581395348837,0.0,0.03333333333333333
online,0.13186813186813187,0.0,0.0,0.08771929824561403,0.03614457831325301,0.0,0.0,0.048484848484848485,0.06,0.0
causing,0.2459016393442623,0.0,0.046875,0.0,0.08333333333333333,0.0,0.0,0.03636363636363636,0.13157894736842105,0.0
center,0.027431421446384042,0.0,0.028205128205128206,0.0,0.027184466019417475,0.0,0.033505154639175264,0.0,0.0,0.020942408376963352
result,0.06465517241379311,0.0,0.09216589861751152,0.0,0.0,0.08080808080808081,0.05263157894736842,0.0,0.07462686567164177,0.0
quarantine,0.0,0.11363636363636365,0.0,0.09090909090909093,0.0,0.09090909090909093,0.0,0.25,0.0,0.0
concept,0.1724137931034483,0.0,0.13043478260869565,0.0,0.12,0.0,0.14285714285714285,0.0,0.0,0.13793103448275862
enforce,0.0,0.1702127659574468,0.0,0.3170731707317073,0.17543859649122806,0.0,0.0,0.1948051948051948,0.0,0.13559322033898305
newly,0.09302325581395347,0.0,0.06976744186046513,0.0,0.06896551724137931,0.0,0.12698412698412698,0.0,0.0,0.0
authorities,0.13565891472868216,0.0,0.11654135338345865,0.0,0.09375,0.0,0.19230769230769232,0.0,0.03431372549019608,0.0
welcomed,0.0,0.3333333333333333,0.0,0.03448275862068965,0.0,0.2058823529411765,0.0,0.16216216216216214,0.0,0.16129032258064516
speakers,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0
health,0.0,0.1315468940316687,0.0,0.08274894810659186,0.0,0.0627177700348432,0.0,0.05461638491547464,0.0,0.09244791666666667
convinced,0.0,0.1794871794871795,0.0,0.09615384615384616,0.0,0.1111111111111111,0.0,0.1153846153846154,0.0,0.0
