,care.vice,care.virtue,fairness.vice,fairness.virtue,loyalty.vice,loyalty.virtue,authority.vice,authority.virtue,sanctity.vice,sanctity.virtue
resolve,0.0,0.08163265306122447,0.0,0.16666666666666666,0.0,0.046875,0.0,0.05084745762711865,0.0,0.09433962264150944
revenue,0.0963855421686747,0.0,0.0,0.1095890410958904,0.03947368421052632,0.0,0.0,0.0547945205479452,0.06818181818181818,0.0
borders,0.10344827586206896,0.0,0.0,0.08,0.09183673469387756,0.0,0.0,0.1271186440677966,0.0,0.12844036697247707
protesting,0.0,0.0,0.21739130434782608,0.0,0.20454545454545456,0.0,0.42857142857142855,0.0,0.12121212121212123,0.0
displaced,0.3636363636363637,0.0,0.17543859649122806,0.0,0.061224489795918366,0.0,0.10714285714285714,0.0,0.08108108108108109,0.0
submitted,0.047619047619047616,0.0,0.0,0.07692307692307693,0.1176470588235294,0.0,0.0,0.0,0.0,0.0
identity,0.13924050632911392,0.0,0.09333333333333334,0.0,0.0,0.13095238095238096,0.0,0.1020408163265306,0.0,0.18292682926829268
color,0.1276595744680851,0.0,0.16793893129770993,0.0,0.15730337078651685,0.0,0.0,0.078125,0.1326530612244898,0.0
occupied,0.0,0.12244897959183673,0.1914893617021277,0.0,0.10256410256410256,0.0,0.0,0.07692307692307693,0.0,0.09523809523809523
giving,0.0,0.11363636363636365,0.0,0.20634920634920634,0.0,0.11333333333333333,0.0,0.15873015873015872,0.0,0.12844036697247707
declared,0.0989010989010989,0.0,0.0,0.11458333333333333,0.10948905109489053,0.0,0.0,0.12903225806451613,0.05952380952380953,0.0
grave,0.2058823529411765,0.0,0.08823529411764706,0.0,0.09375,0.0,0.06818181818181818,0.0,0.13043478260869565,0.0
benefit,0.0,0.15873015873015872,0.0,0.2391304347826087,0.0,0.12408759124087593,0.0,0.1020408163265306,0.0,0.0925925925925926
abortion,0.0,0.13777777777777778,0.09876543209876544,0.0,0.1940928270042194,0.0,0.0,0.10059171597633136,0.0,0.15637860082304528
prosecution,0.3,0.0,0.1935483870967742,0.0,0.05128205128205128,0.0,0.15789473684210525,0.0,0.16666666666666666,0.0
beginning,0.08196721311475409,0.0,0.0,0.02325581395348837,0.028169014084507043,0.0,0.0,0.08602150537634409,0.0,0.0
direction,0.16129032258064516,0.0,0.0,0.12903225806451613,0.11842105263157895,0.0,0.0,0.10752688172043012,0.030769230769230767,0.0
moves,0.0,0.06557377049180327,0.12162162162162166,0.0,0.0,0.06557377049180327,0.15942028985507245,0.0,0.0392156862745098,0.0
populations,0.25,0.0,0.05,0.0,0.0,0.09090909090909093,0.08823529411764706,0.0,0.1,0.0
corrupt,0.22857142857142854,0.0,0.375,0.0,0.0,0.175,0.13043478260869565,0.0,0.30303030303030304,0.0
return,0.1129032258064516,0.0,0.12121212121212123,0.0,0.0,0.14201183431952666,0.08974358974358974,0.0,0.09944751381215468,0.0
near,0.0635593220338983,0.0,0.019305019305019305,0.0,0.02127659574468085,0.0,0.013333333333333334,0.0,0.01,0.0
record,0.10344827586206896,0.0,0.0,0.08823529411764706,0.0,0.06626506024096386,0.0949367088607595,0.0,0.08496732026143791,0.0
exact,0.16,0.0,0.1851851851851852,0.0,0.1875,0.0,0.0,0.0,0.1,0.0
tweet,0.06521739130434782,0.0,0.11320754716981132,0.0,0.11363636363636365,0.0,0.0625,0.0,0.04,0.0
improvement,0.0,0.18181818181818185,0.0,0.15384615384615385,0.0,0.3125,0.0,0.15,0.0,0.16666666666666666
chosen,0.0,0.0,0.09615384615384616,0.0,0.0,0.0,0.054054054054054064,0.0,0.0,0.09302325581395347
lives,0.21660649819494585,0.0,0.08146067415730338,0.0,0.12166172106824925,0.0,0.07602339181286549,0.0,0.08896797153024913,0.0
rolled,0.17857142857142858,0.0,0.08,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
premiums,0.0,0.21052631578947367,0.2,0.0,0.0,0.13636363636363635,0.0,0.030303030303030307,0.0,0.0
includes,0.07547169811320754,0.0,0.0,0.045871559633027525,0.045871559633027525,0.0,0.030075187969924814,0.0,0.08421052631578947,0.0
designated,0.0,0.1111111111111111,0.043478260869565216,0.0,0.05660377358490566,0.0,0.1016949152542373,0.0,0.13513513513513514,0.0
authoritarian,0.0,0.0,0.0,0.2333333333333333,0.10714285714285714,0.0,0.0,0.14285714285714285,0.0,0.0
bags,0.3333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
detonated,0.2380952380952381,0.0,0.0,0.0,0.05882352941176471,0.0,0.0,0.0,0.1176470588235294,0.0
harm,0.34545454545454546,0.0,0.17105263157894735,0.0,0.1774193548387097,0.0,0.08823529411764706,0.0,0.17543859649122806,0.0
offered,0.0,0.18,0.0,0.13533834586466165,0.0,0.09090909090909093,0.0,0.140625,0.08571428571428573,0.0
blamed,0.2391304347826087,0.0,0.125,0.0,0.19230769230769232,0.0,0.1568627450980392,0.0,0.0,0.0
presidents,0.03225806451612903,0.0,0.08024691358024691,0.0,0.0,0.06285714285714286,0.0,0.14285714285714285,0.0,0.072992700729927
created,0.0,0.09401709401709403,0.0925925925925926,0.0,0.0,0.054421768707482984,0.0,0.1037037037037037,0.0,0.09375
controlling,0.0,0.0,0.15789473684210525,0.0,0.1176470588235294,0.0,0.125,0.0,0.0,0.2777777777777778
reports,0.060240963855421686,0.0,0.05691056910569105,0.0,0.062043795620437964,0.0,0.05179282868525897,0.0,0.045267489711934165,0.0
repeated,0.17073170731707318,0.0,0.17142857142857146,0.0,0.14285714285714285,0.0,0.17647058823529413,0.0,0.0,0.1176470588235294
stake,0.06666666666666668,0.0,0.0,0.175,0.0,0.0,0.03125,0.0,0.1153846153846154,0.0
fed,0.0,0.1746031746031746,0.0,0.0,0.0,0.05,0.125,0.0,0.0,0.060240963855421686
prosecuted,0.2857142857142857,0.0,0.24242424242424246,0.0,0.13333333333333333,0.0,0.2962962962962963,0.0,0.1111111111111111,0.0
allow,0.0,0.13541666666666666,0.0,0.13368983957219252,0.0,0.11055276381909547,0.0,0.136986301369863,0.0,0.10650887573964496
trip,0.07079646017699115,0.0,0.05681818181818181,0.0,0.0,0.03157894736842105,0.03448275862068965,0.0,0.0,0.07246376811594203
agriculture,0.0,0.10526315789473684,0.07246376811594203,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.0
species,0.2564102564102564,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.043478260869565216,0.04,0.0
access,0.0,0.15718157181571815,0.0,0.11003236245954692,0.11076923076923076,0.0,0.0,0.08673469387755102,0.0,0.08794788273615635
movement,0.0,0.0845771144278607,0.08759124087591241,0.0,0.0,0.08550185873605948,0.12955465587044535,0.0,0.0945945945945946,0.0
costly,0.0,0.2413793103448276,0.10526315789473684,0.0,0.06896551724137931,0.0,0.047619047619047616,0.0,0.0,0.04
judgment,0.0,0.10526315789473684,0.0,0.1951219512195122,0.0,0.12121212121212123,0.0,0.14705882352941174,0.0,0.12903225806451613
faith,0.0,0.12931034482758622,0.0,0.1415929203539823,0.0,0.16666666666666666,0.0,0.125,0.0,0.25203252032520324
establish,0.0,0.075,0.0,0.11940298507462685,0.0,0.047619047619047616,0.0,0.13043478260869565,0.0,0.04878048780487805
mandate,0.0,0.04464285714285714,0.0925925925925926,0.0,0.0,0.11363636363636365,0.0,0.12149532710280375,0.09302325581395347,0.0
streets,0.09558823529411764,0.0,0.0,0.07042253521126761,0.0,0.12582781456953646,0.13432835820895522,0.0,0.12698412698412698,0.0
progress,0.0,0.08943089430894309,0.0,0.05882352941176471,0.0,0.07200000000000001,0.0,0.11363636363636365,0.0,0.04716981132075472
governing,0.0,0.1176470588235294,0.05263157894736842,0.0,0.15625,0.0,0.0,0.1875,0.0,0.0
recipients,0.0,0.2916666666666667,0.0,0.13636363636363635,0.0,0.0,0.0,0.1590909090909091,0.0,0.0
version,0.0,0.0379746835443038,0.0,0.14102564102564102,0.0,0.08196721311475409,0.0,0.1076923076923077,0.0,0.04411764705882353
ship,0.09230769230769233,0.0,0.056338028169014086,0.0,0.0,0.0392156862745098,0.05555555555555555,0.0,0.03225806451612903,0.0
issue,0.06501547987616099,0.0,0.09348441926345608,0.0,0.050802139037433164,0.0,0.0,0.08902077151335312,0.0,0.08724832214765099
youth,0.0,0.12,0.06818181818181818,0.0,0.0,0.0,0.08888888888888889,0.0,0.0,0.16666666666666666
provide,0.0,0.21428571428571427,0.171875,0.0,0.10622710622710622,0.0,0.1214574898785425,0.0,0.07929515418502202,0.0
fought,0.1411764705882353,0.0,0.031746031746031744,0.0,0.18309859154929575,0.0,0.1839080459770115,0.0,0.10144927536231883,0.0
veteran,0.10256410256410256,0.0,0.04444444444444445,0.0,0.12195121951219512,0.0,0.040816326530612235,0.0,0.0,0.02325581395348837
ethnic,0.26,0.0,0.18571428571428567,0.0,0.2682926829268293,0.0,0.056338028169014086,0.0,0.2,0.0
pipeline,0.0,0.038461538461538464,0.0,0.05645161290322581,0.10810810810810813,0.0,0.109375,0.0,0.0,0.03773584905660377
gun,0.2261904761904762,0.0,0.13076923076923078,0.0,0.14646464646464644,0.0,0.19383259911894274,0.0,0.1020408163265306,0.0
accountable,0.2058823529411765,0.0,0.0,0.25,0.0,0.13157894736842105,0.4,0.0,0.0,0.2413793103448276
fields,0.08620689655172414,0.0,0.0,0.040816326530612235,0.0,0.04,0.0,0.0,0.0,0.11627906976744184
deaths,0.3048780487804878,0.0,0.13953488372093026,0.0,0.125,0.0,0.12345679012345677,0.0,0.0,0.061855670103092786
modest,0.0,0.17857142857142858,0.0,0.21739130434782608,0.0,0.0,0.0,0.06896551724137931,0.05263157894736842,0.0
realized,0.14634146341463414,0.0,0.057142857142857134,0.0,0.06521739130434782,0.0,0.02083333333333333,0.0,0.10638297872340426,0.0
integration,0.0,0.1875,0.0,0.2727272727272727,0.0,0.09523809523809523,0.0625,0.0,0.0,0.16666666666666666
leaves,0.09433962264150944,0.0,0.13333333333333333,0.0,0.125,0.0,0.0,0.021739130434782608,0.06521739130434782,0.0
impact,0.0,0.13559322033898305,0.10309278350515463,0.0,0.06511627906976744,0.0,0.05780346820809248,0.0,0.08208955223880597,0.0
pointed,0.027027027027027032,0.0,0.10666666666666667,0.0,0.05333333333333334,0.0,0.0,0.05172413793103448,0.08163265306122447,0.0
ongoing,0.07407407407407407,0.0,0.05263157894736842,0.0,0.125,0.0,0.043478260869565216,0.0,0.0,0.0
help,0.0,0.1865671641791045,0.0,0.11661341853035145,0.0,0.12933753943217666,0.0,0.1116584564860427,0.0,0.1009009009009009
defending,0.0,0.13793103448275862,0.0,0.13513513513513514,0.0,0.15555555555555556,0.0,0.125,0.22857142857142854,0.0
posted,0.0,0.0989010989010989,0.0,0.05319148936170213,0.0,0.06451612903225806,0.051020408163265314,0.0,0.0,0.11428571428571427
conflicts,0.15126050420168066,0.0,0.17886178861788618,0.0,0.11827956989247312,0.0,0.13157894736842105,0.0,0.20270270270270271,0.0
touch,0.06349206349206349,0.0,0.0,0.12,0.14545454545454545,0.0,0.0,0.1153846153846154,0.0,0.05263157894736842
fires,0.13793103448275862,0.0,0.08196721311475409,0.0,0.20833333333333331,0.0,0.1038961038961039,0.0,0.09230769230769233,0.0
event,0.04487179487179487,0.0,0.0,0.045714285714285714,0.05194805194805195,0.0,0.08426966292134831,0.0,0.05303030303030303,0.0
patients,0.16901408450704225,0.0,0.1588785046728972,0.0,0.0,0.05555555555555555,0.0,0.060606060606060615,0.096,0.0
convicted,0.14754098360655735,0.0,0.19230769230769232,0.0,0.1346153846153846,0.0,0.13095238095238096,0.0,0.1506849315068493,0.0
nice,0.0,0.16216216216216214,0.0,0.028571428571428567,0.0,0.13559322033898305,0.0,0.07407407407407407,0.0,0.09375
claim,0.10185185185185183,0.0,0.11650485436893206,0.0,0.0,0.09734513274336284,0.09774436090225563,0.0,0.1020408163265306,0.0
extremist,0.15789473684210525,0.0,0.0,0.040816326530612235,0.1724137931034483,0.0,0.1702127659574468,0.0,0.0,0.18181818181818185
hand,0.0,0.12422360248447205,0.0,0.11560693641618495,0.0,0.11428571428571427,0.0,0.15172413793103448,0.0,0.10919540229885058
solution,0.0,0.1153846153846154,0.0,0.0875,0.0,0.02247191011235955,0.0,0.10227272727272728,0.0,0.05617977528089888
admitted,0.11666666666666667,0.0,0.21153846153846154,0.0,0.09433962264150944,0.0,0.0,0.18,0.20408163265306126,0.0
catch,0.0,0.07692307692307693,0.15625,0.0,0.0,0.09090909090909093,0.0,0.0,0.047619047619047616,0.0
takes,0.0,0.1020408163265306,0.0,0.11515151515151514,0.1160220994475138,0.0,0.06993006993006994,0.0,0.09090909090909093,0.0
damage,0.2604166666666667,0.0,0.11504424778761063,0.0,0.03448275862068965,0.0,0.08661417322834647,0.0,0.14634146341463414,0.0
nominees,0.0,0.02127659574468085,0.0759493670886076,0.0,0.09219858156028367,0.0,0.11428571428571427,0.0,0.06779661016949153,0.0
placed,0.1176470588235294,0.0,0.0,0.18333333333333326,0.0,0.07936507936507936,0.0,0.10869565217391304,0.14705882352941174,0.0
payments,0.0,0.1643835616438356,0.2375,0.0,0.0,0.054545454545454536,0.1232876712328767,0.0,0.0,0.04
authorized,0.07692307692307693,0.0,0.09090909090909093,0.0,0.1590909090909091,0.0,0.1509433962264151,0.0,0.0,0.0
disagreed,0.09090909090909093,0.0,0.15,0.0,0.17391304347826084,0.0,0.2727272727272727,0.0,0.14285714285714285,0.0
particular,0.0,0.07692307692307693,0.0661764705882353,0.0,0.05555555555555555,0.0,0.0,0.05384615384615385,0.0,0.04310344827586207
job,0.12403100775193797,0.0,0.0,0.0934959349593496,0.0,0.08695652173913042,0.0796812749003984,0.0,0.0,0.06976744186046513
insurgents,0.1111111111111111,0.0,0.09523809523809523,0.0,0.02,0.0,0.24242424242424246,0.0,0.0625,0.0
deadly,0.2261904761904762,0.0,0.10126582278481013,0.0,0.10344827586206896,0.0,0.07692307692307693,0.0,0.08196721311475409,0.0
temporary,0.1509433962264151,0.0,0.18181818181818185,0.0,0.02325581395348837,0.0,0.1791044776119403,0.0,0.0,0.08888888888888889
outright,0.14285714285714285,0.0,0.13333333333333333,0.0,0.16666666666666666,0.0,0.2,0.0,0.1875,0.0
telling,0.0,0.14705882352941174,0.0,0.0967741935483871,0.15151515151515152,0.0,0.0,0.10294117647058824,0.08,0.0
steps,0.0,0.0958904109589041,0.0,0.10576923076923077,0.08888888888888889,0.0,0.0,0.20212765957446807,0.10666666666666667,0.0
volunteer,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1
slaves,0.4,0.0,0.1176470588235294,0.0,0.0,0.15217391304347827,0.09523809523809523,0.0,0.2258064516129032,0.0
partner,0.02325581395348837,0.0,0.0,0.10309278350515463,0.0,0.07608695652173914,0.0,0.0945945945945946,0.0,0.05952380952380953
backers,0.0,0.05263157894736842,0.08333333333333333,0.0,0.13636363636363635,0.0,0.39130434782608703,0.0,0.05555555555555555,0.0
heart,0.1083743842364532,0.0,0.04464285714285714,0.0,0.0,0.07511737089201878,0.041284403669724766,0.0,0.12886597938144329,0.0
remaining,0.12280701754385966,0.0,0.06756756756756757,0.0,0.0,0.08064516129032258,0.11320754716981132,0.0,0.04,0.0
pushing,0.15384615384615385,0.0,0.1016949152542373,0.0,0.15789473684210525,0.0,0.0,0.17777777777777778,0.0,0.05
bus,0.15,0.0,0.054054054054054064,0.0,0.1176470588235294,0.0,0.042857142857142864,0.0,0.0,0.05
poverty,0.22666666666666666,0.0,0.15,0.0,0.09090909090909093,0.0,0.05813953488372092,0.0,0.10526315789473684,0.0
arguing,0.18421052631578946,0.0,0.045454545454545456,0.0,0.02127659574468085,0.0,0.09803921568627452,0.0,0.04878048780487805,0.0
accord,0.14285714285714285,0.0,0.0,0.10344827586206896,0.0,0.20454545454545456,0.0,0.0,0.0,0.125
officially,0.09090909090909093,0.0,0.0,0.057142857142857134,0.125,0.0,0.0,0.18181818181818185,0.0,0.16
stop,0.1991701244813278,0.0,0.15849056603773584,0.0,0.1598360655737705,0.0,0.19090909090909086,0.0,0.14351851851851852,0.0
viewed,0.0,0.0,0.0,0.11627906976744184,0.10256410256410256,0.0,0.07547169811320754,0.0,0.0,0.09523809523809523
chamber,0.0,0.06382978723404255,0.0,0.06451612903225806,0.18421052631578946,0.0,0.1590909090909091,0.0,0.0,0.1
debate,0.0,0.05309734513274336,0.0,0.056737588652482275,0.03947368421052632,0.0,0.10344827586206896,0.0,0.059322033898305086,0.0
away,0.08375634517766498,0.0,0.08379888268156424,0.0,0.12020460358056265,0.0,0.11,0.0,0.07988165680473372,0.0
levels,0.0625,0.0,0.0,0.04301075268817205,0.05504587155963303,0.0,0.05434782608695652,0.0,0.06666666666666668,0.0
rain,0.1724137931034483,0.0,0.038461538461538464,0.0,0.0,0.0625,0.07272727272727272,0.0,0.0,0.0
immigrant,0.17073170731707318,0.0,0.2619047619047619,0.0,0.3809523809523809,0.0,0.4651162790697674,0.0,0.28,0.0
investors,0.09615384615384616,0.0,0.0,0.17575757575757575,0.0,0.1282051282051282,0.0,0.0547945205479452,0.06666666666666668,0.0
immediately,0.07142857142857142,0.0,0.07407407407407407,0.0,0.05325443786982249,0.0,0.03658536585365853,0.0,0.026086956521739132,0.0
punishments,0.4615384615384616,0.0,0.09090909090909093,0.0,0.2857142857142857,0.0,0.05,0.0,0.18181818181818185,0.0
friendship,0.0,0.3,0.0,0.2307692307692308,0.0,0.14285714285714285,0.0,0.125,0.0,0.15
looked,0.0,0.08641975308641975,0.03448275862068965,0.0,0.0,0.10638297872340426,0.0,0.057471264367816084,0.0,0.07291666666666667
terrorism,0.1411042944785276,0.0,0.12875536480686695,0.0,0.1111111111111111,0.0,0.1640625,0.0,0.13636363636363635,0.0
intentions,0.11428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0
minimum,0.0,0.2619047619047619,0.0,0.2307692307692308,0.0,0.10909090909090907,0.0,0.029411764705882356,0.08,0.0
large,0.0,0.09444444444444444,0.0,0.101010101010101,0.0,0.08247422680412371,0.08415841584158416,0.0,0.07731958762886597,0.0
pay,0.15555555555555556,0.0,0.2443729903536977,0.0,0.12734082397003746,0.0,0.10256410256410256,0.0,0.09433962264150944,0.0
necessarily,0.0,0.13513513513513514,0.0,0.12903225806451613,0.0,0.11428571428571427,0.0,0.045454545454545456,0.0,0.0
eliminated,0.0,0.16666666666666666,0.15789473684210525,0.0,0.03571428571428571,0.0,0.0,0.16666666666666666,0.0,0.1
mans,0.4375,0.0,0.1,0.0,0.0,0.0,0.09523809523809523,0.0,0.16666666666666666,0.0
dismiss,0.1153846153846154,0.0,0.1111111111111111,0.0,0.28,0.0,0.125,0.0,0.0,0.04
finance,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.02325581395348837,0.0
concern,0.1056338028169014,0.0,0.0,0.09090909090909093,0.0,0.08839779005524863,0.0,0.10810810810810813,0.06164383561643835,0.0
manager,0.1076923076923077,0.0,0.04,0.0,0.1111111111111111,0.0,0.0,0.06521739130434782,0.0,0.054545454545454536
rate,0.09009009009009007,0.0,0.10743801652892562,0.0,0.038461538461538464,0.0,0.030303030303030307,0.0,0.08064516129032258,0.0
finding,0.0,0.0,0.0,0.060606060606060615,0.0,0.078125,0.07575757575757576,0.0,0.05797101449275361,0.0
forget,0.0,0.05882352941176471,0.037037037037037035,0.0,0.09615384615384616,0.0,0.015625,0.0,0.0,0.0
hide,0.1176470588235294,0.0,0.2727272727272727,0.0,0.20689655172413796,0.0,0.21052631578947367,0.0,0.16666666666666666,0.0
democracy,0.0,0.05785123966942149,0.0,0.13609467455621302,0.0,0.09022556390977443,0.0,0.19298245614035087,0.0,0.1007751937984496
credibility,0.14285714285714285,0.0,0.15,0.0,0.0,0.4166666666666667,0.15151515151515152,0.0,0.25,0.0
displayed,0.12,0.0,0.0,0.2380952380952381,0.18181818181818185,0.0,0.17142857142857146,0.0,0.2258064516129032,0.0
attract,0.0,0.09375,0.0,0.2,0.0,0.03448275862068965,0.0,0.0,0.0,0.08
doctors,0.0,0.0851063829787234,0.0,0.08450704225352113,0.0,0.0821917808219178,0.0,0.028571428571428567,0.11578947368421053,0.0
disruption,0.2631578947368421,0.0,0.08333333333333333,0.0,0.11627906976744184,0.0,0.32142857142857145,0.0,0.2692307692307692,0.0
crowd,0.0,0.14634146341463414,0.03636363636363636,0.0,0.0,0.05555555555555555,0.04807692307692308,0.0,0.0,0.06097560975609756
concluded,0.0,0.06329113924050632,0.12903225806451613,0.0,0.0,0.03333333333333333,0.09090909090909093,0.0,0.01694915254237288,0.0
shields,0.3157894736842105,0.0,0.4,0.0,0.21739130434782608,0.0,0.0,0.06666666666666668,0.3333333333333333,0.0
company,0.10850439882697947,0.0,0.12352941176470587,0.0,0.0,0.10574018126888217,0.0,0.08831908831908833,0.0,0.08627450980392158
institutions,0.13978494623655913,0.0,0.0,0.1927710843373494,0.0,0.17647058823529413,0.0,0.21212121212121213,0.11428571428571427,0.0
protesters,0.2566371681415929,0.0,0.1242603550295858,0.0,0.21739130434782608,0.0,0.294478527607362,0.0,0.07692307692307693,0.0
unique,0.10909090909090907,0.0,0.0,0.038461538461538464,0.0,0.061224489795918366,0.12727272727272726,0.0,0.1020408163265306,0.0
citing,0.06329113924050632,0.0,0.08433734939759037,0.0,0.054945054945054944,0.0,0.09090909090909093,0.0,0.10294117647058824,0.0
write,0.08,0.0,0.06944444444444445,0.0,0.0,0.1206896551724138,0.07936507936507936,0.0,0.07692307692307693,0.0
improved,0.0,0.1724137931034483,0.0,0.1388888888888889,0.0,0.25,0.0,0.1176470588235294,0.0,0.057142857142857134
stuck,0.07407407407407407,0.0,0.0,0.09090909090909093,0.0,0.06666666666666668,0.16129032258064516,0.0,0.15789473684210525,0.0
struggle,0.030769230769230767,0.0,0.08571428571428573,0.0,0.20634920634920634,0.0,0.12162162162162166,0.0,0.060606060606060615,0.0
monetary,0.0,0.0,0.2857142857142857,0.0,0.0,0.08695652173913042,0.0,0.0,0.125,0.0
heard,0.0,0.1095890410958904,0.0,0.06521739130434782,0.10569105691056913,0.0,0.08391608391608392,0.0,0.0,0.07258064516129033
increases,0.05555555555555555,0.0,0.11475409836065575,0.0,0.0,0.0,0.0,0.0,0.12,0.0
peoples,0.047619047619047616,0.0,0.0,0.061224489795918366,0.09917355371900828,0.0,0.0,0.0396039603960396,0.0,0.061224489795918366
advocacy,0.0,0.07317073170731707,0.0,0.07352941176470587,0.0,0.14285714285714285,0.1724137931034483,0.0,0.0,0.06976744186046513
states,0.02431222008957134,0.0,0.03806228373702422,0.0,0.03099059214167128,0.0,0.0,0.03894547633313361,0.0,0.02215568862275449
loved,0.0,0.15217391304347827,0.0,0.08108108108108109,0.0,0.21818181818181814,0.0,0.040816326530612235,0.0,0.060606060606060615
smoking,0.14285714285714285,0.0,0.0,0.027777777777777776,0.05,0.0,0.14285714285714285,0.0,0.3947368421052632,0.0
valid,0.0,0.0,0.2903225806451613,0.0,0.0,0.09090909090909093,0.0,0.05555555555555555,0.13043478260869565,0.0
verdict,0.1,0.0,0.16129032258064516,0.0,0.0,0.0,0.0625,0.0,0.05,0.0
eager,0.0,0.03448275862068965,0.0,0.125,0.0,0.1153846153846154,0.0,0.075,0.0,0.14814814814814814
plane,0.10714285714285714,0.0,0.09615384615384616,0.0,0.0,0.0,0.12962962962962962,0.0,0.07317073170731707,0.0
scared,0.13725490196078433,0.0,0.1388888888888889,0.0,0.05555555555555555,0.0,0.10810810810810813,0.0,0.0,0.0
shoot,0.3055555555555556,0.0,0.0967741935483871,0.0,0.0625,0.0,0.16,0.0,0.29411764705882354,0.0
captured,0.021739130434782608,0.0,0.0,0.0,0.09433962264150944,0.0,0.040816326530612235,0.0,0.08571428571428573,0.0
data,0.0,0.043795620437956206,0.0,0.12292358803986712,0.0,0.075,0.10185185185185183,0.0,0.05660377358490566,0.0
war,0.1176470588235294,0.0,0.08020050125313283,0.0,0.09866017052375152,0.0,0.06960556844547564,0.0,0.06666666666666668,0.0
fundamental,0.0967741935483871,0.0,0.0,0.10869565217391304,0.0,0.1,0.0,0.0975609756097561,0.15625,0.0
militant,0.10810810810810813,0.0,0.06097560975609756,0.0,0.1780821917808219,0.0,0.2,0.0,0.0,0.07547169811320754
lessons,0.06666666666666668,0.0,0.05555555555555555,0.0,0.16666666666666666,0.0,0.1153846153846154,0.0,0.030303030303030307,0.0
freedom,0.0,0.0958904109589041,0.0,0.15639810426540285,0.0,0.09745762711864407,0.0,0.14130434782608695,0.0,0.15425531914893614
programs,0.0,0.08974358974358974,0.0,0.14,0.09433962264150944,0.0,0.04294478527607362,0.0,0.0,0.08
included,0.052941176470588235,0.0,0.1045751633986928,0.0,0.0,0.029761904761904764,0.04,0.0,0.0,0.044585987261146494
recalled,0.0,0.0,0.08955223880597014,0.0,0.02083333333333333,0.0,0.02197802197802198,0.0,0.057142857142857134,0.0
checks,0.08333333333333333,0.0,0.22666666666666666,0.0,0.06666666666666668,0.0,0.22033898305084745,0.0,0.0,0.04
little,0.0893371757925072,0.0,0.10684931506849316,0.0,0.0,0.09066666666666667,0.0,0.06504065040650407,0.08490566037735849,0.0
leader,0.0,0.06804733727810651,0.0,0.031088082901554407,0.0,0.07065217391304347,0.0,0.1450381679389313,0.0,0.06567164179104477
questioned,0.0,0.06666666666666668,0.16666666666666666,0.0,0.0,0.2,0.2,0.0,0.0,0.07936507936507936
confidence,0.0,0.10465116279069768,0.0,0.0625,0.0,0.1780821917808219,0.0,0.17391304347826084,0.0,0.08536585365853659
tribe,0.09375,0.0,0.07692307692307693,0.0,0.0,0.16129032258064516,0.0,0.0,0.0,0.0
agenda,0.08333333333333333,0.0,0.10270270270270272,0.0,0.0,0.11976047904191615,0.0,0.16243654822335024,0.0,0.10897435897435898
cost,0.0,0.14736842105263154,0.0,0.1693121693121693,0.10309278350515463,0.0,0.0,0.07865168539325842,0.11585365853658534,0.0
platform,0.0,0.09615384615384616,0.05882352941176471,0.0,0.0,0.11666666666666667,0.08771929824561403,0.0,0.09615384615384616,0.0
committee,0.009433962264150943,0.0,0.0,0.03807106598984772,0.031496062992125984,0.0,0.0,0.030959752321981424,0.012048192771084338,0.0
pursue,0.037037037037037035,0.0,0.12307692307692307,0.0,0.14,0.0,0.08823529411764706,0.0,0.06896551724137931,0.0
alcohol,0.08771929824561403,0.0,0.11666666666666667,0.0,0.07894736842105263,0.0,0.07142857142857142,0.0,0.23404255319148934,0.0
highway,0.11904761904761905,0.0,0.1,0.0,0.0,0.027777777777777776,0.06382978723404255,0.0,0.025,0.0
statement,0.0,0.04945054945054945,0.052505966587112166,0.0,0.0,0.04207920792079208,0.0,0.0576923076923077,0.03939393939393939,0.0
city,0.0883054892601432,0.0,0.059020044543429837,0.0,0.0873015873015873,0.0,0.1164021164021164,0.0,0.06853146853146852,0.0
evidence,0.06569343065693431,0.0,0.14545454545454545,0.0,0.0,0.09427609427609428,0.0915032679738562,0.0,0.07874015748031496,0.0
disabled,0.4166666666666667,0.0,0.2222222222222222,0.0,0.10344827586206896,0.0,0.12,0.0,0.22857142857142854,0.0
rebellion,0.0625,0.0,0.2,0.0,0.13043478260869565,0.0,0.5,0.0,0.07142857142857142,0.0
update,0.0,0.0,0.0,0.0,0.0,0.12,0.1388888888888889,0.0,0.0,0.0
suffering,0.3181818181818182,0.0,0.1323529411764706,0.0,0.031746031746031744,0.0,0.07142857142857142,0.0,0.1643835616438356,0.0
kind,0.0,0.1179245283018868,0.0,0.1078838174273859,0.0,0.07964601769911504,0.0,0.099601593625498,0.0,0.10909090909090907
slammed,0.3103448275862069,0.0,0.13793103448275862,0.0,0.2608695652173913,0.0,0.16666666666666666,0.0,0.17857142857142858,0.0
